"Data","Hora UTC","PREC","TEMP MAX","TEMP MIN","RAIN"
"2020/03/24","1800 UTC",0,"31.5","30.2","FALSE"
"2020/03/24","1900 UTC",0,"30.7","29.7","FALSE"
"2020/03/24","2000 UTC",0,"29.8","29.1","FALSE"
"2020/03/24","2100 UTC",0,"29.1","28.4","FALSE"
"2020/03/24","2200 UTC",0,"28.5","27.8","FALSE"
"2020/03/24","2300 UTC",0,"28.4","27.5","FALSE"
"2020/03/25","0000 UTC",0,"27.6","26.6","FALSE"
"2020/03/25","0100 UTC",0,"27.2","26.3","FALSE"
"2020/03/25","0200 UTC",0,27,26,"FALSE"
"2020/03/25","0300 UTC",0,"26.5","26.2","FALSE"
"2020/03/25","0400 UTC","1.6","26.6","25.7","TRUE"
"2020/03/25","0500 UTC",".6","25.7",25,"TRUE"
"2020/03/25","0600 UTC",0,"25.1","24.6","FALSE"
"2020/03/25","0700 UTC",0,"25.2",25,"FALSE"
"2020/03/25","0800 UTC",0,"25.2","24.8","FALSE"
"2020/03/25","0900 UTC",0,"24.9","24.7","FALSE"
"2020/03/25","1000 UTC",0,"25.6","24.8","FALSE"
"2020/03/25","1100 UTC",0,"27.1","25.6","FALSE"
"2020/03/25","1200 UTC",0,"27.5","26.8","FALSE"
"2020/03/25","1300 UTC",".2","26.8","25.7","TRUE"
"2020/03/25","1400 UTC",0,"27.2","25.8","FALSE"
"2020/03/25","1500 UTC",0,"28.9","27.1","FALSE"
"2020/03/25","1600 UTC",0,"30.6","28.5","FALSE"
"2020/03/25","1700 UTC",0,31,"29.6","FALSE"
"2020/03/25","1800 UTC",0,"32.7","30.5","FALSE"
"2020/03/25","1900 UTC",0,"32.2",30,"FALSE"
"2020/03/25","2000 UTC",0,"30.4","29.4","FALSE"
"2020/03/25","2100 UTC",0,"29.4",27,"FALSE"
"2020/03/25","2200 UTC",0,"27.8","26.8","FALSE"
"2020/03/25","2300 UTC",0,"26.8","26.3","FALSE"
"2020/03/26","0000 UTC",0,"26.5","25.9","FALSE"
"2020/03/26","0100 UTC",0,"25.9","25.8","FALSE"
"2020/03/26","0200 UTC",0,"25.9","25.6","FALSE"
"2020/03/26","0300 UTC",0,"25.7","25.3","FALSE"
"2020/03/26","0400 UTC",0,"25.5","25.3","FALSE"
"2020/03/26","0500 UTC",0,"25.4","25.2","FALSE"
"2020/03/26","0600 UTC",0,"25.4","25.1","FALSE"
"2020/03/26","0700 UTC",0,"25.1","24.8","FALSE"
"2020/03/26","0800 UTC",0,25,"24.7","FALSE"
"2020/03/26","0900 UTC",0,"25.1","24.6","FALSE"
"2020/03/26","1000 UTC",0,"25.2","24.8","FALSE"
"2020/03/26","1100 UTC",0,26,"25.2","FALSE"
"2020/03/26","1200 UTC",0,28,26,"FALSE"
"2020/03/26","1300 UTC",0,"29.9","27.9","FALSE"
"2020/03/26","1400 UTC",0,"31.3","29.4","FALSE"
"2020/03/26","1500 UTC","1.4","31.4","28.1","TRUE"
"2020/03/26","1600 UTC",0,"31.1","29.4","FALSE"
"2020/03/26","1700 UTC",0,"30.6","29.5","FALSE"
"2020/03/26","1800 UTC",0,"30.5","29.2","FALSE"
"2020/03/26","1900 UTC",0,"29.3","28.8","FALSE"
"2020/03/26","2000 UTC",0,"29.3","28.9","FALSE"
"2020/03/26","2100 UTC",0,"29.2","27.5","FALSE"
"2020/03/26","2200 UTC",0,"27.7","27.3","FALSE"
"2020/03/26","2300 UTC",0,"27.4","26.5","FALSE"
"2020/03/27","0000 UTC",0,"26.5","25.7","FALSE"
"2020/03/27","0100 UTC",0,26,"25.4","FALSE"
"2020/03/27","0200 UTC",0,"25.7","25.3","FALSE"
"2020/03/27","0300 UTC",0,"25.4",25,"FALSE"
"2020/03/27","0400 UTC",0,"25.1","24.8","FALSE"
"2020/03/27","0500 UTC",0,25,"24.6","FALSE"
"2020/03/27","0600 UTC",0,25,"24.6","FALSE"
"2020/03/27","0700 UTC",0,"24.8","24.4","FALSE"
"2020/03/27","0800 UTC",0,"24.8","24.5","FALSE"
"2020/03/27","0900 UTC",0,"24.9","24.6","FALSE"
"2020/03/27","1000 UTC",".2","26.1","24.7","TRUE"
"2020/03/27","1100 UTC",0,"27.9","26.1","FALSE"
"2020/03/27","1200 UTC",0,30,"27.8","FALSE"
"2020/03/27","1300 UTC","2.4","30.3","26.4","TRUE"
"2020/03/27","1400 UTC",0,"29.6","27.3","FALSE"
"2020/03/27","1500 UTC",0,"32.1","29.1","FALSE"
"2020/03/27","1600 UTC",0,"32.3","31.1","FALSE"
"2020/03/27","1700 UTC",0,"32.5","31.3","FALSE"
"2020/03/27","1800 UTC",0,32,"30.8","FALSE"
"2020/03/27","1900 UTC",0,"31.1","29.8","FALSE"
"2020/03/27","2000 UTC",0,"30.3","29.4","FALSE"
"2020/03/27","2100 UTC",0,"29.4","28.5","FALSE"
"2020/03/27","2200 UTC",0,"28.8",28,"FALSE"
"2020/03/27","2300 UTC",0,"28.3","27.9","FALSE"
"2020/03/28","0000 UTC",0,"28.2","27.7","FALSE"
"2020/03/28","0100 UTC",0,28,"27.7","FALSE"
"2020/03/28","0200 UTC",0,"28.1","27.7","FALSE"
"2020/03/28","0300 UTC",0,"27.9","27.5","FALSE"
"2020/03/28","0400 UTC",0,"27.8","27.3","FALSE"
"2020/03/28","0500 UTC",".2","27.9","26.2","TRUE"
"2020/03/28","0600 UTC",0,"26.3","25.5","FALSE"
"2020/03/28","0700 UTC","2.6","25.5","25.2","TRUE"
"2020/03/28","0800 UTC",".4","25.2","24.8","TRUE"
"2020/03/28","0900 UTC",".6","24.9","24.7","TRUE"
"2020/03/28","1000 UTC","1.6","25.2","24.9","TRUE"
"2020/03/28","1100 UTC",0,27,"25.1","FALSE"
"2020/03/28","1200 UTC",0,"29.5","26.8","FALSE"
"2020/03/28","1300 UTC",0,"30.6","29.4","FALSE"
"2020/03/28","1400 UTC",0,"31.6","29.8","FALSE"
"2020/03/28","1500 UTC",0,"32.7","30.8","FALSE"
"2020/03/28","1600 UTC",0,"32.5","30.8","FALSE"
"2020/03/28","1700 UTC",0,"32.6","30.4","FALSE"
"2020/03/28","1800 UTC",0,"32.2","30.9","FALSE"
"2020/03/28","1900 UTC",0,"32.1","30.9","FALSE"
"2020/03/28","2000 UTC",0,"31.1","29.9","FALSE"
"2020/03/28","2100 UTC",0,30,"28.6","FALSE"
"2020/03/28","2200 UTC",0,"28.7","27.9","FALSE"
"2020/03/28","2300 UTC",0,28,"26.7","FALSE"
"2020/03/29","0000 UTC",0,"26.7","26.1","FALSE"
"2020/03/29","0100 UTC",0,"26.3","25.8","FALSE"
"2020/03/29","0200 UTC",0,26,"25.6","FALSE"
"2020/03/29","0300 UTC",0,26,"25.7","FALSE"
"2020/03/29","0400 UTC",0,"25.8","25.5","FALSE"
"2020/03/29","0500 UTC",0,"25.9","25.4","FALSE"
"2020/03/29","0600 UTC",0,"25.9","25.2","FALSE"
"2020/03/29","0700 UTC",0,"25.6",25,"FALSE"
"2020/03/29","0800 UTC",0,"25.6","25.2","FALSE"
"2020/03/29","0900 UTC",0,"25.4",25,"FALSE"
"2020/03/29","1000 UTC",0,"27.1","25.1","FALSE"
"2020/03/29","1100 UTC",0,"28.8","27.1","FALSE"
"2020/03/29","1200 UTC",0,"30.6","28.8","FALSE"
"2020/03/29","1300 UTC",0,"31.2","29.5","FALSE"
"2020/03/29","1400 UTC",0,"31.9","30.2","FALSE"
"2020/03/29","1500 UTC",0,"32.6","30.5","FALSE"
"2020/03/29","1600 UTC",0,"32.6","30.9","FALSE"
"2020/03/29","1700 UTC",0,"32.9","31.9","FALSE"
"2020/03/29","1800 UTC",0,"32.5","31.8","FALSE"
"2020/03/29","1900 UTC",0,"32.2",31,"FALSE"
"2020/03/29","2000 UTC",0,"31.2","30.1","FALSE"
"2020/03/29","2100 UTC",0,"30.1","28.8","FALSE"
"2020/03/29","2200 UTC",0,"28.8","28.3","FALSE"
"2020/03/29","2300 UTC",0,"28.4",28,"FALSE"
"2020/03/30","0000 UTC",0,28,"26.8","FALSE"
"2020/03/30","0100 UTC",0,"27.1","26.7","FALSE"
"2020/03/30","0200 UTC",0,"27.2","26.5","FALSE"
"2020/03/30","0300 UTC",".4","27.2","26.2","TRUE"
"2020/03/30","0400 UTC","1.6","26.2","25.7","TRUE"
"2020/03/30","0500 UTC","1.8","25.7","24.9","TRUE"
"2020/03/30","0600 UTC",0,25,"24.8","FALSE"
"2020/03/30","0700 UTC",0,"25.1","24.9","FALSE"
"2020/03/30","0800 UTC",0,"25.2","24.9","FALSE"
"2020/03/30","0900 UTC",0,"24.9","24.7","FALSE"
"2020/03/30","1000 UTC",0,"25.2","24.8","FALSE"
"2020/03/30","1100 UTC",".2","25.9","25.2","TRUE"
"2020/03/30","1200 UTC",0,"27.2","25.9","FALSE"
"2020/03/30","1300 UTC",0,28,"27.2","FALSE"
"2020/03/30","1400 UTC",0,"29.1","27.8","FALSE"
"2020/03/30","1500 UTC","6.8","29.1","25.8","TRUE"
"2020/03/30","1600 UTC",".6","28.2","27.2","TRUE"
"2020/03/30","1700 UTC","2.6",28,"25.8","TRUE"
"2020/03/30","1800 UTC",0,"26.8","25.8","FALSE"
"2020/03/30","1900 UTC",0,"27.1","26.8","FALSE"
"2020/03/30","2000 UTC","9.6",27,"24.6","TRUE"
"2020/03/30","2100 UTC",0,25,"24.7","FALSE"
"2020/03/30","2200 UTC",0,"25.3",25,"FALSE"
"2020/03/30","2300 UTC",0,"25.4","25.1","FALSE"
"2020/03/31","0000 UTC",0,"25.2",25,"FALSE"
"2020/03/31","0100 UTC",0,"25.3","25.1","FALSE"
"2020/03/31","0200 UTC",0,"25.3","25.1","FALSE"
"2020/03/31","0300 UTC",0,"25.4","25.2","FALSE"
"2020/03/31","0400 UTC",".2","25.5","25.4","TRUE"
"2020/03/31","0500 UTC",0,"25.5","25.2","FALSE"
"2020/03/31","0600 UTC",0,"25.3","24.8","FALSE"
"2020/03/31","0700 UTC",0,"24.9","24.5","FALSE"
"2020/03/31","0800 UTC",0,"24.6","24.5","FALSE"
"2020/03/31","0900 UTC",0,"24.8","24.4","FALSE"
"2020/03/31","1000 UTC",0,"25.8","24.8","FALSE"
"2020/03/31","1100 UTC",".2","27.3","25.8","TRUE"
"2020/03/31","1200 UTC",".4","28.9",27,"TRUE"
"2020/03/31","1300 UTC","2.8","29.6","26.6","TRUE"
"2020/03/31","1400 UTC",".2","28.8","26.6","TRUE"
"2020/03/31","1500 UTC","11.2","28.3","25.3","TRUE"
"2020/03/31","1600 UTC",0,"27.4","25.6","FALSE"
"2020/03/31","1700 UTC",0,"28.2","27.4","FALSE"
"2020/03/31","1800 UTC",0,"29.1",28,"FALSE"
"2020/03/31","1900 UTC","1.8",29,"25.6","TRUE"
"2020/03/31","2000 UTC",".4","26.3","26.1","TRUE"
"2020/03/31","2100 UTC",0,"26.3","25.8","FALSE"
"2020/03/31","2200 UTC",0,"25.8","25.7","FALSE"
"2020/03/31","2300 UTC",0,26,"25.7","FALSE"
"2020/04/01","0000 UTC",0,"26.1","25.9","FALSE"
"2020/04/01","0100 UTC",0,26,"25.8","FALSE"
"2020/04/01","0200 UTC",".8","26.2","25.8","TRUE"
"2020/04/01","0300 UTC",0,26,"25.7","FALSE"
"2020/04/01","0400 UTC",".4","25.8","24.3","TRUE"
"2020/04/01","0500 UTC",0,"24.3",24,"FALSE"
"2020/04/01","0600 UTC",0,"24.1","23.9","FALSE"
"2020/04/01","0700 UTC",0,"24.4","23.9","FALSE"
"2020/04/01","0800 UTC",0,"24.9","24.4","FALSE"
"2020/04/01","0900 UTC",0,"25.1","24.9","FALSE"
"2020/04/01","1000 UTC",0,"25.8",25,"FALSE"
"2020/04/01","1100 UTC",0,"27.2","25.8","FALSE"
"2020/04/01","1200 UTC",0,"28.1","27.2","FALSE"
"2020/04/01","1300 UTC",0,"30.2",28,"FALSE"
"2020/04/01","1400 UTC",0,"30.7","29.7","FALSE"
"2020/04/01","1500 UTC",0,"30.5","29.6","FALSE"
"2020/04/01","1600 UTC",0,"30.5","30.1","FALSE"
"2020/04/01","1700 UTC",0,"30.5","29.7","FALSE"
"2020/04/01","1800 UTC",0,30,"29.5","FALSE"
"2020/04/01","1900 UTC",0,30,"29.3","FALSE"
"2020/04/01","2000 UTC",0,"29.4","28.7","FALSE"
"2020/04/01","2100 UTC",0,"28.8",28,"FALSE"
"2020/04/01","2200 UTC",0,28,"27.3","FALSE"
"2020/04/01","2300 UTC",0,"27.5","27.1","FALSE"
"2020/04/02","0000 UTC",0,"27.2","26.7","FALSE"
"2020/04/02","0100 UTC",0,27,"26.1","FALSE"
"2020/04/02","0200 UTC",0,"26.1","25.8","FALSE"
"2020/04/02","0300 UTC",0,26,"25.8","FALSE"
"2020/04/02","0400 UTC",".2",26,"25.7","TRUE"
"2020/04/02","0500 UTC",0,26,"25.6","FALSE"
"2020/04/02","0600 UTC",0,"25.7","25.6","FALSE"
"2020/04/02","0700 UTC",".8",26,"25.7","TRUE"
"2020/04/02","0800 UTC",0,"25.9","25.5","FALSE"
"2020/04/02","0900 UTC",0,"25.5","25.3","FALSE"
"2020/04/02","1000 UTC",0,26,"25.4","FALSE"
"2020/04/02","1100 UTC",0,"27.9",26,"FALSE"
"2020/04/02","1200 UTC",0,"29.1","27.4","FALSE"
"2020/04/02","1300 UTC",0,"30.3","28.5","FALSE"
"2020/04/02","1400 UTC",0,"31.8","30.3","FALSE"
"2020/04/02","1500 UTC",0,"32.9","30.9","FALSE"
"2020/04/02","1600 UTC",0,"33.4","31.2","FALSE"
"2020/04/02","1700 UTC",0,"32.3","30.9","FALSE"
"2020/04/02","1800 UTC",0,"32.8","30.9","FALSE"
"2020/04/02","1900 UTC",0,"31.9","31.1","FALSE"
"2020/04/02","2000 UTC",0,"31.3","30.2","FALSE"
"2020/04/02","2100 UTC",0,"30.2","28.8","FALSE"
"2020/04/02","2200 UTC",0,"28.8","28.3","FALSE"
"2020/04/02","2300 UTC",0,"28.3","27.7","FALSE"
"2020/04/03","0000 UTC",0,"27.9","27.5","FALSE"
"2020/04/03","0100 UTC",0,"27.5","26.7","FALSE"
"2020/04/03","0200 UTC",0,"26.7","26.4","FALSE"
"2020/04/03","0300 UTC",0,"26.5",26,"FALSE"
"2020/04/03","0400 UTC",0,26,"25.7","FALSE"
"2020/04/03","0500 UTC",0,"25.8","25.6","FALSE"
"2020/04/03","0600 UTC",0,"25.8","25.6","FALSE"
"2020/04/03","0700 UTC",0,"25.9","25.7","FALSE"
"2020/04/03","0800 UTC",".6","25.9","25.7","TRUE"
"2020/04/03","0900 UTC",0,"25.9","25.6","FALSE"
"2020/04/03","1000 UTC",0,"26.9","25.6","FALSE"
"2020/04/03","1100 UTC",0,"28.5","26.9","FALSE"
"2020/04/03","1200 UTC",0,"30.3","28.5","FALSE"
"2020/04/03","1300 UTC",0,31,"29.8","FALSE"
"2020/04/03","1400 UTC",0,"31.4","30.6","FALSE"
"2020/04/03","1500 UTC",0,"32.4","30.7","FALSE"
"2020/04/03","1600 UTC",0,"32.7","31.7","FALSE"
"2020/04/03","1700 UTC",0,"32.9","31.9","FALSE"
"2020/04/03","1800 UTC",0,"32.7",32,"FALSE"
"2020/04/03","1900 UTC",0,"32.7","30.8","FALSE"
"2020/04/03","2000 UTC",0,31,"29.6","FALSE"
"2020/04/03","2100 UTC",0,"29.7","28.9","FALSE"
"2020/04/03","2200 UTC",0,"29.1","28.6","FALSE"
"2020/04/03","2300 UTC",0,"28.8",28,"FALSE"
"2020/04/04","0000 UTC",0,28,"27.7","FALSE"
"2020/04/04","0100 UTC",0,"28.1","27.4","FALSE"
"2020/04/04","0200 UTC",0,"27.5","26.9","FALSE"
"2020/04/04","0300 UTC",0,"27.1","26.6","FALSE"
"2020/04/04","0400 UTC",".2","26.9","26.6","TRUE"
"2020/04/04","0500 UTC",0,"26.6","26.4","FALSE"
"2020/04/04","0600 UTC","2.8","26.4","26.2","TRUE"
"2020/04/04","0700 UTC",".2","26.3","26.1","TRUE"
"2020/04/04","0800 UTC",10,"26.2","24.7","TRUE"
"2020/04/04","0900 UTC","1.8","24.7","24.2","TRUE"
"2020/04/04","1000 UTC","6.8","24.9","24.4","TRUE"
"2020/04/04","1100 UTC",".8","25.1","24.8","TRUE"
"2020/04/04","1200 UTC",0,"25.5","25.1","FALSE"
"2020/04/04","1300 UTC",".2","25.8","25.3","TRUE"
"2020/04/04","1400 UTC",0,27,"25.7","FALSE"
"2020/04/04","1500 UTC",0,"27.6","26.9","FALSE"
"2020/04/04","1600 UTC",0,"28.7","27.6","FALSE"
"2020/04/04","1700 UTC",2,29,"26.8","TRUE"
"2020/04/04","1800 UTC",0,"28.2","26.9","FALSE"
"2020/04/04","1900 UTC",0,"28.7","27.9","FALSE"
"2020/04/04","2000 UTC",0,"28.1","27.5","FALSE"
"2020/04/04","2100 UTC",0,"27.5",27,"FALSE"
"2020/04/04","2200 UTC",0,27,"26.2","FALSE"
"2020/04/04","2300 UTC",0,"26.5","26.1","FALSE"
"2020/04/05","0000 UTC",0,"26.1",26,"FALSE"
"2020/04/05","0100 UTC",0,26,"25.7","FALSE"
"2020/04/05","0200 UTC",0,"25.7","25.5","FALSE"
"2020/04/05","0300 UTC",0,"25.7","25.4","FALSE"
"2020/04/05","0400 UTC",0,"25.5",25,"FALSE"
"2020/04/05","0500 UTC","4.6","25.7","25.1","TRUE"
"2020/04/05","0600 UTC",".2","25.5","25.4","TRUE"
"2020/04/05","0700 UTC",0,"25.4","25.2","FALSE"
"2020/04/05","0800 UTC",0,"25.4","25.3","FALSE"
"2020/04/05","0900 UTC",0,"25.4","25.3","FALSE"
"2020/04/05","1000 UTC",0,"26.4","25.4","FALSE"
"2020/04/05","1100 UTC",,,,"FALSE"
"2020/04/05","1200 UTC",0,"30.5","28.9","FALSE"
"2020/04/05","1300 UTC",0,"31.4","29.8","FALSE"
"2020/04/05","1400 UTC",0,"32.2",30,"FALSE"
"2020/04/05","1500 UTC",0,"32.9","30.4","FALSE"
"2020/04/05","1600 UTC",0,"32.7","31.4","FALSE"
"2020/04/05","1700 UTC",0,"31.9","29.6","FALSE"
"2020/04/05","1800 UTC",0,"31.9","30.7","FALSE"
"2020/04/05","1900 UTC",0,"31.1",30,"FALSE"
"2020/04/05","2000 UTC",0,30,"29.3","FALSE"
"2020/04/05","2100 UTC",0,"29.3","28.6","FALSE"
"2020/04/05","2200 UTC",0,"28.7","28.2","FALSE"
"2020/04/05","2300 UTC",0,"28.3","27.7","FALSE"
"2020/04/06","0000 UTC",0,"27.7","27.3","FALSE"
"2020/04/06","0100 UTC","4.2","27.5","25.5","TRUE"
"2020/04/06","0200 UTC",0,"25.7","25.4","FALSE"
"2020/04/06","0300 UTC",".6","25.7","25.4","TRUE"
"2020/04/06","0400 UTC",0,"25.6","25.5","FALSE"
"2020/04/06","0500 UTC",3,"25.5","25.2","TRUE"
"2020/04/06","0600 UTC",0,"25.3","24.9","FALSE"
"2020/04/06","0700 UTC",0,"24.9","24.4","FALSE"
"2020/04/06","0800 UTC",0,"24.4","24.1","FALSE"
"2020/04/06","0900 UTC",1,"24.2",24,"TRUE"
"2020/04/06","1000 UTC",0,"25.7","24.1","FALSE"
"2020/04/06","1100 UTC",0,"28.7","25.6","FALSE"
"2020/04/06","1200 UTC",0,"30.3",28,"FALSE"
"2020/04/06","1300 UTC",0,"31.3","29.8","FALSE"
"2020/04/06","1400 UTC",0,"31.5","28.9","FALSE"
"2020/04/06","1500 UTC",0,"31.6","30.7","FALSE"
"2020/04/06","1600 UTC",0,"32.4","30.8","FALSE"
"2020/04/06","1700 UTC",0,"32.4","31.3","FALSE"
"2020/04/06","1800 UTC",0,"32.7","30.7","FALSE"
"2020/04/06","1900 UTC",0,"30.9","29.9","FALSE"
"2020/04/06","2000 UTC",0,30,"29.2","FALSE"
"2020/04/06","2100 UTC",0,"29.3","28.5","FALSE"
"2020/04/06","2200 UTC",0,"28.6",28,"FALSE"
"2020/04/06","2300 UTC",0,28,27,"FALSE"
"2020/04/07","0000 UTC",0,"27.4","26.5","FALSE"
"2020/04/07","0100 UTC",0,"27.6","27.1","FALSE"
"2020/04/07","0200 UTC",0,"27.1","26.4","FALSE"
"2020/04/07","0300 UTC",0,"26.7","26.4","FALSE"
"2020/04/07","0400 UTC",0,"26.4","26.1","FALSE"
"2020/04/07","0500 UTC",0,"26.1","25.7","FALSE"
"2020/04/07","0600 UTC","1.6","26.2","25.8","TRUE"
"2020/04/07","0700 UTC",".8",26,"25.7","TRUE"
"2020/04/07","0800 UTC",0,"25.8","25.6","FALSE"
"2020/04/07","0900 UTC",".2","25.8","25.6","TRUE"
"2020/04/07","1000 UTC",0,"26.8","25.6","FALSE"
"2020/04/07","1100 UTC",0,"28.8","26.8","FALSE"
"2020/04/07","1200 UTC",0,"29.4","28.4","FALSE"
"2020/04/07","1300 UTC",0,"30.8","29.4","FALSE"
"2020/04/07","1400 UTC",0,"32.1",30,"FALSE"
"2020/04/07","1500 UTC",0,"32.3","30.5","FALSE"
"2020/04/07","1600 UTC",0,"32.5","31.6","FALSE"
"2020/04/07","1700 UTC",0,"32.7","31.2","FALSE"
"2020/04/07","1800 UTC",0,"32.1","31.1","FALSE"
"2020/04/07","1900 UTC",0,"31.4","30.1","FALSE"
"2020/04/07","2000 UTC",0,"30.4","29.7","FALSE"
"2020/04/07","2100 UTC",0,"29.7","28.7","FALSE"
"2020/04/07","2200 UTC",0,"28.8","28.1","FALSE"
"2020/04/07","2300 UTC",0,"28.1","27.6","FALSE"
"2020/04/08","0000 UTC",0,"27.8","27.5","FALSE"
"2020/04/08","0100 UTC",0,"27.6","27.2","FALSE"
"2020/04/08","0200 UTC",0,"27.5","27.3","FALSE"
"2020/04/08","0300 UTC",0,"27.6","27.3","FALSE"
"2020/04/08","0400 UTC",0,"27.6","27.4","FALSE"
"2020/04/08","0500 UTC",0,"27.6","27.4","FALSE"
"2020/04/08","0600 UTC",0,"27.6","26.5","FALSE"
"2020/04/08","0700 UTC",0,"26.5","25.8","FALSE"
"2020/04/08","0800 UTC",0,"25.9","25.7","FALSE"
"2020/04/08","0900 UTC",0,26,"25.6","FALSE"
"2020/04/08","1000 UTC",0,"26.8","25.6","FALSE"
"2020/04/08","1100 UTC",0,29,"26.8","FALSE"
"2020/04/08","1200 UTC",0,"30.3","28.7","FALSE"
"2020/04/08","1300 UTC",0,"31.8","30.1","FALSE"
"2020/04/08","1400 UTC",0,"32.4","31.1","FALSE"
"2020/04/08","1500 UTC",0,"33.2","31.8","FALSE"
"2020/04/08","1600 UTC",0,"32.8","31.7","FALSE"
"2020/04/08","1700 UTC",0,"32.8","31.8","FALSE"
"2020/04/08","1800 UTC",0,"32.4","31.1","FALSE"
"2020/04/08","1900 UTC",0,"31.2","30.5","FALSE"
"2020/04/08","2000 UTC",0,"30.6","29.2","FALSE"
"2020/04/08","2100 UTC",0,"29.3","28.6","FALSE"
"2020/04/08","2200 UTC",0,"28.8","28.1","FALSE"
"2020/04/08","2300 UTC",0,"28.1","27.4","FALSE"
"2020/04/09","0000 UTC",0,"28.1","27.2","FALSE"
"2020/04/09","0100 UTC",0,"28.3","27.6","FALSE"
"2020/04/09","0200 UTC",0,"27.8","26.8","FALSE"
"2020/04/09","0300 UTC",0,"26.8","26.3","FALSE"
"2020/04/09","0400 UTC",0,"26.6","26.1","FALSE"
"2020/04/09","0500 UTC",0,"26.4",26,"FALSE"
"2020/04/09","0600 UTC",".2","26.5",26,"TRUE"
"2020/04/09","0700 UTC","1.6","26.5","25.6","TRUE"
"2020/04/09","0800 UTC","7.2","26.3","25.1","TRUE"
"2020/04/09","0900 UTC","3.8","25.7","25.1","TRUE"
"2020/04/09","1000 UTC",1,"27.1","25.3","TRUE"
"2020/04/09","1100 UTC",".6","27.8",27,"TRUE"
"2020/04/09","1200 UTC","13.2","27.2",26,"TRUE"
"2020/04/09","1300 UTC","8.4","27.2","24.9","TRUE"
"2020/04/09","1400 UTC",".2","27.8","25.2","TRUE"
"2020/04/09","1500 UTC",0,29,"27.8","FALSE"
"2020/04/09","1600 UTC",0,30,"28.9","FALSE"
"2020/04/09","1700 UTC",0,"30.1","29.5","FALSE"
"2020/04/09","1800 UTC",0,"30.2","29.8","FALSE"
"2020/04/09","1900 UTC",0,"30.1","29.6","FALSE"
"2020/04/09","2000 UTC",0,"29.9",29,"FALSE"
"2020/04/09","2100 UTC",0,29,"27.9","FALSE"
"2020/04/09","2200 UTC",0,"27.9","27.3","FALSE"
"2020/04/09","2300 UTC",0,"27.3","26.6","FALSE"
"2020/04/10","0000 UTC",0,"26.7","26.3","FALSE"
"2020/04/10","0100 UTC",0,"26.3","26.1","FALSE"
"2020/04/10","0200 UTC",0,"26.2","25.9","FALSE"
"2020/04/10","0300 UTC",0,26,"25.7","FALSE"
"2020/04/10","0400 UTC",0,"26.2","25.8","FALSE"
"2020/04/10","0500 UTC",2,"26.1","25.1","TRUE"
"2020/04/10","0600 UTC",".4","25.6","24.8","TRUE"
"2020/04/10","0700 UTC","25.4","25.2",24,"TRUE"
"2020/04/10","0800 UTC",".6","24.7","24.3","TRUE"
"2020/04/10","0900 UTC",".6","24.5","24.3","TRUE"
"2020/04/10","1000 UTC",".2","25.7","24.4","TRUE"
"2020/04/10","1100 UTC",0,"27.1","25.6","FALSE"
"2020/04/10","1200 UTC",0,"28.2","26.7","FALSE"
"2020/04/10","1300 UTC",0,31,"27.7","FALSE"
"2020/04/10","1400 UTC",".6","31.3","26.7","TRUE"
"2020/04/10","1500 UTC",0,"31.8","28.2","FALSE"
"2020/04/10","1600 UTC",0,"31.5","30.6","FALSE"
"2020/04/10","1700 UTC",0,"31.9","30.9","FALSE"
"2020/04/10","1800 UTC",0,"31.4","30.8","FALSE"
"2020/04/10","1900 UTC",0,"31.1","29.2","FALSE"
"2020/04/10","2000 UTC",0,"29.2","28.7","FALSE"
"2020/04/10","2100 UTC",0,"28.8","28.4","FALSE"
"2020/04/10","2200 UTC",0,"28.5",28,"FALSE"
"2020/04/10","2300 UTC",0,"28.6","28.2","FALSE"
"2020/04/11","0000 UTC",0,"28.3","27.8","FALSE"
"2020/04/11","0100 UTC",0,28,"27.3","FALSE"
"2020/04/11","0200 UTC","1.6","28.2","26.4","TRUE"
"2020/04/11","0300 UTC",0,"26.4","25.8","FALSE"
"2020/04/11","0400 UTC",".8","26.1","25.1","TRUE"
"2020/04/11","0500 UTC",0,"25.1","24.8","FALSE"
"2020/04/11","0600 UTC",0,"25.1","24.7","FALSE"
"2020/04/11","0700 UTC",0,25,"24.7","FALSE"
"2020/04/11","0800 UTC",1,"25.1","24.7","TRUE"
"2020/04/11","0900 UTC","2.8","24.8","24.3","TRUE"
"2020/04/11","1000 UTC",0,"26.4","24.6","FALSE"
"2020/04/11","1100 UTC",0,"28.8","26.4","FALSE"
"2020/04/11","1200 UTC",0,"30.6","28.1","FALSE"
"2020/04/11","1300 UTC",".4","29.9","28.1","TRUE"
"2020/04/11","1400 UTC","3.8","29.7","25.7","TRUE"
"2020/04/11","1500 UTC",0,"30.1","29.2","FALSE"
"2020/04/11","1600 UTC",0,"32.1","29.6","FALSE"
"2020/04/11","1700 UTC",0,32,"30.1","FALSE"
"2020/04/11","1800 UTC",0,"30.2",29,"FALSE"
"2020/04/11","1900 UTC",0,"30.4","29.1","FALSE"
"2020/04/11","2000 UTC",0,"30.3","29.1","FALSE"
"2020/04/11","2100 UTC",0,"29.1","28.1","FALSE"
"2020/04/11","2200 UTC",0,"28.2","26.8","FALSE"
"2020/04/11","2300 UTC",0,"26.9","26.2","FALSE"
"2020/04/12","0000 UTC",0,"26.2","25.9","FALSE"
"2020/04/12","0100 UTC",0,26,"25.5","FALSE"
